ip,anonymityLevel,asn,country,isp,latency,org,port,protocols,responseTime,speed,updated_at,upTime,upTimeSuccessCount,upTimeTryCount
"46.23.155.18","elite","AS43314","RU","DIANET address","95","N/A","62638","socks4","4796","1","2023-05-11T04:28:40.169Z","91","1479","1628"
"5.8.240.91","elite","AS3178","IQ","FastLine Communication And Information Technology","93","FastLine Communication And Information Technology Ltd","4153","socks4","4909","79","2023-05-11T04:28:40.062Z","100","1606","1614"
"202.52.237.117","elite","AS4613","NP","Mercantile Office Systems","194","Mercantile Communications Pvt Ltd","8080","socks4","4993","1","2023-05-11T04:28:40.168Z","99","1522","1537"
"203.13.32.236","elite","AS209242","CY","Cloudflare London, LLC","85","Lachtaristo Holdings Limited","80","socks4","5008","1","2023-05-11T04:28:40.060Z","100","1522","1522"
"116.204.229.97","elite","AS58689","BD","ICC Communication Ltd","194","ICC Communication Ltd.","4145","socks4","4696","1","2023-05-11T04:28:40.063Z","99","1613","1625"
"89.33.8.118","elite","AS9009","RO","M247 Europe SRL","71","M247 Europe SRL","11221","socks5","4586","1","2023-05-11T04:28:38.665Z","98","1595","1629"
"159.223.117.14","elite","AS14061","US","DigitalOcean, LLC","94","DigitalOcean, LLC","24006","socks5","4797","1","2023-05-11T04:28:38.860Z","97","1494","1546"
"15.235.42.114","elite","AS16276","CA","OVH SAS","86","OVH Hosting, Inc","52640","socks5","4898","1","2023-05-11T04:28:38.860Z","100","1509","1509"
"61.7.138.71","elite","AS131090","TH","CAT Telecom Public Company Limited","198","National Telecom Public Company Limited","4145","socks4","4596","1","2023-05-11T04:28:38.664Z","80","1295","1615"
"41.190.69.110","elite","AS37032","GH","Alink Telecom Ghana","190","Alink Telecom Ghana","4145","socks4","4695","1","2023-05-11T04:28:38.663Z","96","1567","1624"
"202.183.155.242","elite","AS4750","TH","DaiwaAsia","186","Daiwa Asia Co.","4153","socks4","4603","88","2023-05-11T04:28:38.664Z","100","1620","1628"
"41.160.6.186","elite","AS36937","ZA","Liquid Telecommunications Operations Limited","198","Neotel GAU","59881","socks4","4918","1","2023-05-11T04:28:38.859Z","99","1513","1529"
"36.67.14.193","elite","AS7713","ID","PT. Telekomunikasi Indonesia","191","N/A","5678","socks4","4401","1","2023-05-11T04:28:37.470Z","99","1596","1607"
"103.88.126.170","elite","AS134006","IN","Sheng Li Telecom India Private Limited","172","Xantel Corporation Pvt Ltd","5678","socks4","4195","1","2023-05-11T04:28:37.361Z","98","1599","1627"
"89.144.31.219","elite","AS197549","DE","GHOSTnet GmbH","10","cloud-interactive.de","13800","socks5","4491","1","2023-05-11T04:28:37.470Z","96","1448","1512"
"58.65.167.165","elite","AS23674","PK","Nayatel (Pvt) Ltd","151","Micronet","4145","socks4","1510","82","2023-05-11T04:28:31.567Z","100","1608","1612"
"8.219.135.23","elite","AS45102","SG","Alibaba (US) Technology Co., Ltd.","395","Alibaba.com Singapore E-Commerce Private Limited","443","socks4","4992","1","2023-05-11T04:28:31.469Z","99","1582","1597"
"45.70.237.144","elite","AS264668","EC","Nedetel S.A.","188","Nedetel S.A","4145","socks4","787","1","2023-05-11T04:28:31.564Z","99","1579","1587"
"110.78.149.89","elite","AS131090","TH","CAT-BB","192","N/A","4145","socks4","2905","1","2023-05-11T04:28:31.555Z","79","1273","1617"
"212.50.60.231","elite","AS29286","TR","Skylogic S.P.A.","707","Esertelekom","5678","socks4","2697","1","2023-05-11T04:28:31.557Z","85","1372","1607"
"103.59.203.145","elite","AS134014","IN","NET 4 U SERVICES PVT LTD","283","NET 4 U Services PVT LTD","4145","socks4","2602","1","2023-05-11T04:28:31.560Z","100","1595","1603"
"101.108.0.189","elite","AS23969","TH","TOT Public Company Limited","180","TOT Public Company Limited","4145","socks4","4694","1","2023-05-11T04:28:31.469Z","51","816","1611"
"185.44.232.30","elite","AS43160","ES","Avatel Telecom","101","AVATEL TELECOM, SA","53281","http","5097","205","2023-05-11T04:28:31.555Z","100","1513","1514"
"207.188.134.194","elite","AS15704","ES","Xtra Telecom S.A","95","Xtra Telecom S.A","8118","socks4","2817","1","2023-05-11T04:28:31.555Z","100","1516","1517"
"181.129.74.186","elite","AS13489","CO","EPM Telecomunicaciones S.A. E.S.P.","187","EPM Telecomunicaciones S.A. E.S.P","5678","socks4","2807","1","2023-05-11T04:28:31.556Z","87","1417","1628"
"177.85.205.141","elite","AS52554","BR","S. A. da Silva Junior","182","S. A. da Silva Junior","3629","socks4","993","1","2023-05-11T04:28:31.562Z","100","1552","1555"
"181.111.175.237","elite","AS7303","AR","Telecom Argentina S.A","262","Providers S.A","4153","socks4","1001","1","2023-05-11T04:28:31.562Z","99","1607","1628"
"75.176.225.10","elite","AS11426","US","Spectrum","197","Road Runner","33150","socks4","715","1","2023-05-11T04:28:31.563Z","95","1551","1628"
"177.85.205.105","elite","AS52554","BR","S. A. da Silva Junior","198","S. A. da Silva Junior","3629","socks4","1796","1","2023-05-11T04:28:31.566Z","100","1607","1611"
"78.61.27.207","elite","AS8764","LT","Telia Lietuva","44","Telia Lietuva, AB","5678","socks4","806","1","2023-05-11T04:28:31.563Z","100","1625","1628"
"171.241.47.172","elite","AS7552","VN","Viettel Corporation","297","VIETEL","4007","socks4","1696","1","2023-05-11T04:28:31.566Z","96","1456","1519"
"190.120.252.113","elite","AS264628","VE","CORPORACION FIBEX TELECOM, C.A.","193","CORPORACION FIBEX TELECOM, C.A","4145","socks4","2592","1","2023-05-11T04:28:31.560Z","100","1621","1628"
"191.209.43.16","elite","AS27699","BR","Vivo","297","TELEF�NICA BRASIL S.A","5678","socks4","1597","2","2023-05-11T04:28:31.567Z","99","1618","1628"
"184.82.142.201","elite","AS133481","TH","AIS-Fibre","217","N/A","4153","socks4","4996","1","2023-05-11T04:28:31.468Z","86","1294","1508"
"103.140.83.94","elite","AS132290","BD","The Net","157","The","4145","socks4","4991","1","2023-05-11T04:28:30.364Z","99","1616","1628"
"185.132.230.133","elite","AS210238","IT","Dieffeitalia.it S.r.l.","93","Dieffeitalia.it S.r.l","5678","socks4","897","1","2023-05-11T04:28:30.463Z","78","1247","1598"
"43.153.171.204","elite","AS132203","JP","Shenzhen Tencent Computer Systems Company Limited","288","Tencent Cloud Computing","443","socks4","1705","1","2023-05-11T04:28:30.461Z","83","1320","1585"
"80.240.20.183","elite","AS20473","DE","The Constant Company","11","Vultr Holdings LLC Frankfurt","30002","socks4","5104","1","2023-05-11T04:28:30.365Z","100","1567","1568"
"103.59.203.161","elite","AS134014","IN","NET 4 U SERVICES PVT LTD","126","NET 4 U Services PVT LTD","4145","socks4","4386","1","2023-05-11T04:28:30.363Z","100","1596","1602"
"103.76.210.85","elite","AS24186","IN","Lightwave Technologies Pvt Ltd","179","Light Wave Technologies PVT LTD","5678","socks4","4699","1","2023-05-11T04:28:29.065Z","96","1531","1602"
"134.119.184.235","elite","AS29066","FR","Host Europe GmbH","9","Bogdan Gribov","30912","socks5","4801","1","2023-05-11T04:28:29.072Z","100","1602","1604"
"212.200.161.241","elite","AS8400","RS","TELEKOM SRBIJA a.d.","93","Admira DOO Kragujevac","5678","socks5","4889","1","2023-05-11T04:28:29.260Z","100","1530","1535"
"179.60.243.38","elite","AS262215","CO","ITELKOM","184","ITELKOM","48699","socks4","696","1","2023-05-11T04:28:29.764Z","100","1591","1594"
"93.115.25.139","elite","AS16125","LT","Dedicated servers","39","N/A","4635","socks5","905","1","2023-05-11T04:28:29.470Z","36","555","1524"
"177.222.44.202","elite","AS27882","BO","Telefónica Celular de Bolivia S.A.","214","Telefónica Celular de Bolivia S.A","4153","socks4","2915","1","2023-05-11T04:28:29.470Z","100","1627","1628"
"209.141.33.219","elite","AS53667","US","FranTech Solutions","193","FranTech Solutions","9092","socks5","1606","1","2023-05-11T04:28:29.763Z","100","1613","1614"
"43.224.10.26","elite","AS45916","IN","gtpl hariom world vision","185","Gtpl Broadband Pvt. Ltd.","6667","socks4","3008","2","2023-05-11T04:28:29.467Z","100","1548","1553"
"177.136.182.110","elite","AS263595","BR","ALB Internet & Informatica Ltda - ME","193","ALB Internet & Informatica Ltda - ME","5678","socks4","4999","86","2023-05-11T04:28:29.467Z","99","1570","1584"
"51.15.182.240","elite","AS12876","FR","SCALEWAY","0","ONLINE","5836","socks4","1890","1","2023-05-11T04:28:29.471Z","100","1621","1623"
"149.62.177.106","anonymous","AS43160","ES","Avatel Telecom","83","MDC Datacenter","5555","http","1309","3802","2023-05-11T04:28:29.468Z","100","1506","1509"
"119.197.0.17","elite","AS4766","KR","Korea Telecom","285","Kornet","4145","socks4","4790","83","2023-05-11T04:28:29.467Z","100","1622","1630"
"118.97.235.36","elite","AS7713","ID","PT. TELKOM INDONESIA","289","N/A","4145","socks4","3996","1","2023-05-11T04:28:28.280Z","99","1569","1585"
"191.242.241.14","elite","AS262318","BR","Horizons Telecomunicações e Tecnologia S.A","202","Emmo Serviços Ltda","5678","socks4","5200","1","2023-05-11T04:28:28.279Z","100","1508","1510"
"200.43.231.16","elite","AS7303","AR","Telecom Argentina S.A.","290","Telecom Argentina S.A","4153","socks4","900","1","2023-05-11T04:28:28.061Z","99","1619","1629"
"177.10.84.121","elite","AS262846","BR","Viacom Provedor de Internet","281","Viacom Provedor de Internet","4145","socks4","5097","1","2023-05-11T04:28:28.063Z","100","1569","1575"
"67.73.141.150","elite","AS3549","AR","Level 3 Communications, Inc.","295","Level 3 Communications, Inc.","5678","socks4","4402","1","2023-05-11T04:28:28.960Z","94","1506","1603"
"45.77.99.122","elite","AS20473","US","The Constant Company","85","Vultr Holdings, LLC","11370","socks5","4912","3","2023-05-11T04:28:28.959Z","70","1097","1570"
"139.180.146.114","elite","AS20473","SG","Choopa","165","N/A","34959","socks4","4695","1","2023-05-11T04:28:28.278Z","99","1581","1590"
"190.2.136.43","elite","AS49981","NL","WorldStream B.V.","15","WorldStream B.V","39277","socks4","4609","1","2023-05-11T04:28:28.062Z","100","1546","1547"
